nom_gare;code_uic_complet;code_postal;segmentation_drg;total_voyageurs_2021;total_voyageurs_non_voyageurs_2021;total_voyageurs_2020;total_voyageurs_non_voyageurs_2020;total_voyageurs_2019;total_voyageurs_non_voyageurs_2019;total_voyageurs_2018;total_voyageurs_non_voyageurs_2018;totalvoyageurs2017;total_voyageurs_non_voyageurs_2017;total_voyageurs_2016;total_voyageurs_non_voyageurs_2016;total_voyageurs_2015;total_voyageurs_non_voyageurs_2015;comptages;description;image
Montataire;87276618;60160;c;42796;42796;25650;25650;42097;42097;32123;32123;33684;33684;32742;32742;26930;26930;46.0;La gare de Montataire est une gare ferroviaire française de la ligne de Creil à Beauvais, située sur le territoire de la commune de Montataire, à 1 100 m du centre ville, dans le département de l'Oise en région Hauts-de-France.  C'est une gare de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Montataire_%2860%29%2C_gare_SNCF%2C_rue_des_D%C3%A9port%C3%A9s_%281%29.jpg/1024px-Montataire_%2860%29%2C_gare_SNCF%2C_rue_des_D%C3%A9port%C3%A9s_%281%29.jpg
Montdidier;87313346;80500;b;148986;186232;116594;145743;158727;198408;156750;195937;163924;204905;161941;202426;167397;209246;80.0;La gare de Montdidier est une gare ferroviaire française de la ligne d'Ormoy-Villers à Boves, située à 400 mètres du centre-ville de Montdidier, sous-préfecture du département de la Somme, en région Hauts-de-France.  C'est une gare de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Gare_de_Montdidier_23jul2007.JPG/420px-Gare_de_Montdidier_23jul2007.JPG
Montescourt-Lizerolles;87296418;2440;c;14903;14903;10896;10896;12805;12805;13215;13215;17121;17121;15710;15710;17477;17477;31.0;La gare de Montescourt est une gare ferroviaire française de la ligne de Creil à Jeumont, située sur le territoire de la commune de Montescourt-Lizerolles dans le département de l'Aisne, en région Hauts-de-France.  C'est une halte ferroviaire de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Montescourt-Lizerolles_%28Aisne%29_gare_de_Montescourt_%28nouvel_acc%C3%A8s_aux_quais%29.JPG/420px-Montescourt-Lizerolles_%28Aisne%29_gare_de_Montescourt_%28nouvel_acc%C3%A8s_aux_quais%29.JPG
Montigny-en-Ostrevent;87345306;59182;b;104126;130158;95958;119947;170115;212644;161704;202130;177849;222311;175773;219716;189412;236765;43.0;La gare de Montigny-en-Ostrevent est une gare ferroviaire française de la ligne de Douai à Blanc-Misseron, située sur le territoire de la commune de Montigny-en-Ostrevent dans le département du Nord, en région Hauts-de-France.  C'est une gare de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Montigny-en-Ostrevent_-_Gare_de_Montigny-en-Ostrevent_%2801%29.jpg/420px-Montigny-en-Ostrevent_-_Gare_de_Montigny-en-Ostrevent_%2801%29.jpg
Mont-Notre-Dame;87171355;2220;c;0;0;0;0;1169;1169;1969;1969;3223;3223;5014;5014;6746;6746;;La gare de Mont-Notre-Dame est une gare ferroviaire française fermée située sur la commune de Mont-Notre-Dame, dans le département de l'Aisne.;
Montreuil sur Mer;87317164;62170;c;20736;20736;2242;2242;2462;2462;2112;2112;29338;29338;51489;51489;57554;57554;17.0;La gare de Montreuil-sur-Mer est une gare ferroviaire française de la ligne de Saint-Pol-sur-Ternoise à Étaples, située sur le territoire de la commune de Montreuil-sur-Mer, dans le département du Pas-de-Calais, en région Hauts-de-France.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains du réseau TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Gare_de_Montreuil_sur_Mer.JPG/1024px-Gare_de_Montreuil_sur_Mer.JPG
Montreuil-sur-Thérain;87316406;60134;c;3603;3603;4384;4384;5769;5769;4745;4745;5019;5019;4999;4999;5185;5185;18.0;La gare de Montreuil-sur-Thérain est une gare ferroviaire française de la ligne de Creil à Beauvais, située sur le territoire de la commune de Montreuil-sur-Thérain, dans le département de l'Oise en région Hauts-de-France.  C'est une halte ferroviaire de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Montreuil-sur-Th%C3%A9rain_gare_2.JPG/1024px-Montreuil-sur-Th%C3%A9rain_gare_2.JPG
Moreuil;87313320;80110;b;150176;187721;120466;150582;153728;192160;143660;179575;137375;171719;141593;176991;146451;183064;80.0;La gare de Moreuil est une gare ferroviaire française de la ligne d'Ormoy-Villers à Boves, située sur la commune de Moreuil dans le département de la Somme, en région Hauts-de-France.  C'est une gare de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Moreuil_-_Gare.JPG/1024px-Moreuil_-_Gare.JPG
Mouy - Bury;87313577;60250;b;155861;194827;133980;167475;177877;222346;159977;199972;166487;208109;171839;214799;171293;214117;47.0;"La gare de Mouy - Bury est une gare ferroviaire française de la ligne de Creil à Beauvais, située sur le territoire de la commune de Bury (à 600 m du centre-ville), dans le département de l'Oise, en région Hauts-de-France. L'emprise de la gare est partagée entre Bury et Angy ; elle se trouve néanmoins à proximité immédiate de Mouy, où se trouve le parvis.  Elle est mise en service en 1857 par la Compagnie des chemins de fer du Nord.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.";https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Mouy_%2860%29%2C_gare_SNCF_de_Mouy-Bury%2C_jardin_devant_la_gare.jpg/420px-Mouy_%2860%29%2C_gare_SNCF_de_Mouy-Bury%2C_jardin_devant_la_gare.jpg
Nœux-les-Mines;87342139;62390;c;69560;69560;60420;60420;95971;95971;89094;89094;99258;99258;97624;97624;109714;109714;44.0;La gare de Nœux-les-Mines est une gare ferroviaire française de la ligne d'Arras à Dunkerque-Locale, située sur le territoire de la commune de Nœux-les-Mines, dans le département du Pas-de-Calais, en région Hauts-de-France.  Elle est mise en service en 1861 par la Compagnie des mines de Béthune. C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Noeux_gare_facade.jpg/420px-Noeux_gare_facade.jpg
Namps - Quevauvillers;87313379;80710;c;1366;1366;413;413;459;459;598;598;794;794;1198;1198;1084;1084;3.0;La gare de Namps - Quevauvillers est une gare ferroviaire française de la ligne de Saint-Roch à Darnétal-Bifurcation, située sur le territoire de la commune de Namps-Maisnil, à proximité de Quevauvillers, dans le département de la Somme, en région Hauts-de-France.  Elle est mise en service en 1867, par la Compagnie des chemins de fer du Nord.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Gare_de_Namps_Maisnil.jpg/420px-Gare_de_Namps_Maisnil.jpg
Nanteuil-le-Haudouin;87271577;60440;b;388946;486182;246534;308167;436518;545647;410324;512905;409721;512151;379607;474509;394356;492945;1.0;La gare de Nanteuil-le-Haudouin est une gare ferroviaire française de la ligne de La Plaine à Hirson et Anor (frontière), située sur le territoire de la commune de Nanteuil-le-Haudouin, à 1 km du centre bourg, dans le département de l'Oise, en région Hauts-de-France.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France et Transilien. Paris est à 49 km.;https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Nanteuil-le-Haudouin_%2860%29%2C_gare.jpg/1024px-Nanteuil-le-Haudouin_%2860%29%2C_gare.jpg
Nesle;87313486;80190;c;70962;70962;51058;51058;72574;72574;61864;61864;66003;66003;63239;63239;66017;66017;41.0;La gare de Nesle (Somme) est une gare ferroviaire française de la ligne d'Amiens à Laon, située à 2 000 m au sud du centre ville de Nesle, dans le département de la Somme, en région Hauts-de-France.  Elle est mise en service en 1867, par la Compagnie des chemins de fer du Nord.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Gare_de_Nesle_%28Somme%29_-_6.jpg/420px-Gare_de_Nesle_%28Somme%29_-_6.jpg
Neufchâtel-Hardelot;87317099;62152;c;13625;13625;10591;10591;11140;11140;9837;9837;11945;11945;11256;11256;10990;10990;30.0;La gare de Neufchâtel-Hardelot est une gare ferroviaire française de la ligne de Longueau à Boulogne-Ville, située sur le territoire de la commune de Neufchâtel-Hardelot dans le département du Pas-de-Calais, en région Hauts-de-France.  Elle est mise en service en 1847 par la Compagnie du chemin de fer d'Amiens à Boulogne avant de devenir une gare de la Compagnie des chemins de fer du Nord.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservi par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/NEUFCHATEL-HARDELOT2.jpg/420px-NEUFCHATEL-HARDELOT2.jpg
Neuilly-Saint-Front;87116681;2470;c;0;0;270;270;861;861;2005;2005;2191;2191;2920;2920;3696;3696;;La gare de Neuilly-Saint-Front est une gare ferroviaire française, fermée, de la ligne de Trilport à Bazoches, située sur le territoire de la commune de Vichel-Nanteuil, à proximité de Neuilly-Saint-Front, dans le département de l'Aisne, en région Hauts-de-France.  C'est une gare de la Société nationale des chemins de fer français (SNCF), qui était desservie, jusqu'au début d'avril 2016, par des trains des réseaux TER Hauts-de-France et TER Grand Est.;https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Neuilly-Saint-Front_La_gare_vers_1925.jpg/420px-Neuilly-Saint-Front_La_gare_vers_1925.jpg
Nieppe;87287151;59850;c;54514;54514;53280;53280;77174;77174;84376;84376;87413;87413;85623;85623;80779;80779;41.0;La gare de Nieppe est une gare ferroviaire française de la ligne de Lille aux Fontinettes, située sur le territoire de la commune de Nieppe dans le département du Nord, en région Hauts-de-France.  Une halte est mise en service en 1884 par la Compagnie des chemins de fer du Nord. C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Gare_de_Nieppe_-_5.JPG/1024px-Gare_de_Nieppe_-_5.JPG
Nogent-l'Artaud - Charly;87116566;2310;c;367152;367152;283466;283466;490265;490265;440909;440909;421798;421798;380751;380751;376537;376537;;La gare de Nogent-l'Artaud - Charly est une gare ferroviaire française de la ligne de Noisy-le-Sec à Strasbourg-Ville, située sur le territoire de la commune de Nogent-l'Artaud, à proximité de Charly-sur-Marne, dans le département de l'Aisne, en région Hauts-de-France.  C'est une gare SNCF desservie par les trains de la ligne P du Transilien, située au point kilométrique (PK) 83,778 de la ligne de Paris-Est à Strasbourg-Ville.;https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Gare_de_Nogent-l%27Artaud_-_Charly_01.jpg/1024px-Gare_de_Nogent-l%27Artaud_-_Charly_01.jpg
Nomain;87286609;59310;c;515;515;1100;1100;4336;4336;4315;4315;5098;5098;4732;4732;4678;4678;2.0;La gare de Nomain est une gare ferroviaire française de la ligne de Fives à Hirson, située au lieu-dit La Coquerie sur le territoire de la commune de Nomain dans le département du Nord, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Gare_de_Nomain_-_3.JPG/1024px-Gare_de_Nomain_-_3.JPG
Nortkerque;87287292;62370;c;3145;3145;2048;2048;2870;2870;2137;2137;2398;2398;2296;2296;2749;2749;32.0;La gare de Nortkerque est une gare ferroviaire française de la ligne de Lille aux Fontinettes, située sur le territoire de la commune de Nortkerque dans le département du Pas-de-Calais, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/NORTKERQUE.jpg/420px-NORTKERQUE.jpg
Noyelles-sur-Mer;87317396;80133;c;88054;88054;60948;60948;78623;78623;67245;67245;73033;73033;69507;69507;69462;69462;79.0;La gare de Noyelles-sur-Mer est une gare ferroviaire française de la ligne de Longueau à Boulogne-Ville et du Chemin de fer de la baie de Somme (CFBS), située sur le territoire de la commune de Noyelles-sur-Mer, dans le département de la Somme, en région Hauts-de-France.  Elle est mise en service en 1847 par la Compagnie du chemin de fer d'Amiens à Boulogne, avant de devenir une gare de la Compagnie des chemins de fer du Nord. Elle est intégrée dans le réseau de la Société nationale des chemins de fer français (SNCF) en 1938. Elle offre la particularité d'être aussi une gare d'échanges entre le réseau national à écartement standard et le réseau secondaire à écartement métrique, et surtout d'avoir vu ces installations, dont les premières ont été ouvertes en 1887, continuer d’exister, du fait de la création du Chemin de fer de la baie de Somme (CFBS) qui les a sauvegardé pour des circulations historiques et touristiques.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains régionaux du réseau TER Hauts-de-France. Elle est également desservie par les trains touristiques du CFBS.;https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/BV_de_Noyelles_%281%29_par_Cramos.jpg/1024px-BV_de_Noyelles_%281%29_par_Cramos.jpg
Noyon;87276782;60400;b;504678;647023;417972;535861;560845;719033;534211;684886;594724;762466;581178;745100;582612;746938;85.0;La gare de Noyon est une gare ferroviaire française de la ligne de Creil à Jeumont, située à 600 mètres du centre-ville de Noyon, dans le département de l'Oise, en région Hauts-de-France.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains régionaux du réseau TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/BV_Noyon.JPG/1024px-BV_Noyon.JPG
Orchies;87286583;59310;b;783980;979975;719981;899977;1004517;1255646;923264;1154080;956390;1195487;912231;1140288;932604;1165755;120.0;La gare d'Orchies est une gare ferroviaire française des lignes de Fives à Hirson, de Pont-de-la-Deûle à Bachy - Mouchin et de Somain à Halluin. Elle est située sur le territoire de la commune d’Orchies dans le département du Nord, en région Hauts-de-France.  C'est une gare de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Orchies_-_Fa%C3%A7ade_ext%C3%A9rieure_de_la_gare.JPG/1024px-Orchies_-_Fa%C3%A7ade_ext%C3%A9rieure_de_la_gare.JPG
Origny-en-Thiérache;87296145;2550;c;9079;9079;8383;8383;5564;5564;7553;7553;11276;11276;14697;14697;14695;14695;16.0;La gare d'Origny-en-Thiérache est une gare ferroviaire française de la ligne de La Plaine à Hirson et Anor (frontière), située sur le territoire de la commune d'Origny-en-Thiérache dans le département de l'Aisne en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Origny-en-Thi%C3%A9rache_%28Aisne%29_la_gare.JPG/420px-Origny-en-Thi%C3%A9rache_%28Aisne%29_la_gare.JPG
